1000,100,3.124,0.0403044,1
1000,100,3.216,0.0204814,2
1000,100,3.115,0.0105779,4
1000,100,3.1445,0.00539152,8
1000,100,3.1315,0.00304175,16
1000,100,3.1375,0.00348711,32
1000,100,3.15775,0.00219003,64
1000,128,3.128,0.0539816,1
1000,128,3.122,0.0274875,2
1000,128,3.179,0.0139494,4
1000,128,3.16,0.00739946,8
1000,128,3.148,0.00455812,16
1000,128,3.15175,0.00249255,32
1000,128,3.143,0.00454248,64
10000,100,3.136,0.427033,1
10000,100,3.1538,0.218618,2
10000,100,3.1339,0.112519,4
10000,100,3.14275,0.056128,8
10000,100,3.1451,0.0311564,16
10000,100,3.14385,0.0172505,32
10000,100,3.14266,0.0179585,64
10000,128,3.1288,0.546254,1
10000,128,3.1408,0.263435,2
10000,128,3.1445,0.137089,4
10000,128,3.1377,0.0733229,8
10000,128,3.14227,0.0396537,16
10000,128,3.13872,0.0222091,32
10000,128,3.14003,0.0242537,64
100000,100,3.13248,4.41341,1
100000,100,3.13532,2.25531,2
100000,100,3.1426,1.15287,4
100000,100,3.14113,0.583727,8
100000,100,3.14348,0.322016,16
100000,100,3.14303,0.17754,32
100000,100,3.14362,0.122947,64
100000,128,3.13776,5.74059,1
100000,128,3.13982,2.89603,2
100000,128,3.1399,1.47851,4
100000,128,3.14152,0.756809,8
100000,128,3.14039,0.415218,16
100000,128,3.14134,0.232617,32
100000,128,3.14187,0.199338,64
1000000,100,3.14112,43.0924,1
1000000,100,3.14222,21.3976,2
1000000,100,3.14178,10.9234,4
1000000,100,3.14203,5.50431,8
1000000,100,3.14219,2.99736,16
1000000,100,3.14138,1.74281,32
1000000,100,3.14135,0.900555,64
1000000,128,3.14144,54.0358,1
1000000,128,3.14149,27.2359,2
1000000,128,3.14194,13.8232,4
1000000,128,3.14201,7.16537,8
1000000,128,3.14105,3.8353,16
1000000,128,3.14164,2.171,32
1000000,128,3.14139,1.69398,64
10000000,100,3.14087,419.759,1
10000000,100,3.14173,211.96,2
10000000,100,3.14173,108.12,4
10000000,100,3.14156,54.476,8
10000000,100,3.1417,29.6769,16
10000000,100,3.14166,17.2112,32
10000000,100,3.14159,10.8299,64
10000000,128,3.14167,533.629,1
10000000,128,3.14211,269.715,2
10000000,128,3.14164,136.998,4
10000000,128,3.14169,71.0608,8
10000000,128,3.14155,38.0287,16
10000000,128,3.14148,21.4694,32
10000000,128,3.14153,14.3608,64
