1000,128,3.156,0.0161819,1
1000,128,3.162,0.00839941,2
1000,128,3.136,0.00447275,4
1000,128,3.138,0.00307003,8
1000,128,3.14725,0.00443669,16
1000,128,3.12688,0.0213751,32
1000,128,3.14113,0.0210648,64
10000,128,3.1436,0.166848,1
10000,128,3.1572,0.0851332,2
10000,128,3.1393,0.0439285,4
10000,128,3.1382,0.0233777,8
10000,128,3.13203,0.0130752,16
10000,128,3.14085,0.0277853,32
10000,128,3.13872,0.0154179,64
100000,128,3.14624,1.65978,1
100000,128,3.1435,0.833929,2
100000,128,3.13651,0.428539,4
100000,128,3.1412,0.236444,8
100000,128,3.13916,0.186344,16
100000,128,3.14073,0.108372,32
100000,128,3.14065,0.0788762,64
1000000,128,3.14012,16.6176,1
1000000,128,3.14171,8.50117,2
1000000,128,3.14247,4.49978,4
1000000,128,3.14068,2.26621,8
1000000,128,3.14134,1.66051,16
1000000,128,3.14148,0.991427,32
1000000,128,3.1417,0.577388,64
10000000,128,3.14216,167.928,1
10000000,128,3.14133,84.0227,2
10000000,128,3.14162,43.5618,4
10000000,128,3.14164,22.311,8
10000000,128,3.14148,12.3954,16
10000000,128,3.14146,7.94029,32
10000000,128,3.14157,5.54018,64
100000000,128,3.14159,121.599,16
100000000,128,3.14158,67.6295,32
100000000,128,3.14159,44.562,64
1000000000,128,3.1416,1230.13,16
1000000000,128,3.1416,679.836,32
1000000000,128,3.14159,402.919,64
